cde_cds_code,cde_school_cde,cde_districtname,cde_school_address,cde_closed_school,lausd_local_district,charterorother,survey_status,charterschool,cde_mingrade,cde_maxgrade,schoolenrollment,cde_englishlearnersschool,cde_freereducedmealsschool,cde_aioran_pct,cde_asian_pct,cde_pi_pct,cde_filipino_pct,cde_latino_pct,cde_afamnh_pct,cde_whitenh_pct,cde_twoormore_pct,cde_nonerprt_pct,cde_dance_course_count,cde_music_course_count,cde_drama_course_count,cde_visual_arts_course_count,cde_media_arts_course_count,cde_estimatedfte_sum_dance,cde_estimatedfte_sum_music,cde_estimatedfte_sum_drama,cde_estimatedfte_sum_visualarts,cde_estimatedfte_sum_mediaarts,cde_9th_grade_dance_enrollment,cde_10th_grade_dance_enrollment,cde_11th_grade_dance_enrollment,cde_12th_grade_dance_enrollment,cde_9th_grade_music_enrollment,cde_10th_grade_music_enrollment,cde_11th_grade_music_enrollment,cde_12th_grade_music_enrollment,cde_9th_grade_drama_enrollment,cde_10th_grade_drama_enrollment,cde_11th_grade_drama_enrollment,cde_12th_grade_drama_enrollment,cde_9th_grade_visual_arts_enrollment,cde_10th_grade_visual_arts_enrollment,cde_11th_grade_visual_arts_enrollment,cde_12th_grade_visual_arts_enrollment,cde_9th_grade_media_arts_enrollment,cde_10th_grade_media_arts_enrollment,cde_11th_grade_media_arts_enrollment,cde_12th_grade_media_arts_enrollment,cde_9th_grade_dance_courses,cde_10th_grade_dance_courses,cde_11th_grade_dance_courses,cde_12th_grade_dance_courses,cde_9th_grade_music_courses,cde_10th_grade_music_courses,cde_11th_grade_music_courses,cde_12th_grade_music_courses,cde_9th_grade_drama_courses,cde_10th_grade_drama_courses,cde_11th_grade_drama_courses,cde_12th_grade_drama_courses,cde_9th_grade_visual_arts_courses,cde_10th_grade_visual_arts_courses,cde_11th_grade_visual_arts_courses,cde_12th_grade_visual_arts_courses,cde_9th_grade_media_arts_courses,cde_10th_grade_media_arts_courses,cde_11th_grade_media_arts_courses,cde_12th_grade_media_arts_courses,elementary,es_prektk,es_kinder,es_1st,es_2nd,es_3rd,es_4th,es_5th,es_6th,es_7th,es_8th,es_dance,esd_prektk,esd_kinder,esd_1st,esd_2nd,esd_3rd,esd_4th,esd_5th,esd_6th,esd_7th,esd_8th,esd_prektk_students,esd_kinder_students,esd_1st_students,esd_2nd_students,esd_3rd_students,esd_4th_students,esd_5th_students,esd_6th_students,esd_7th_students,esd_8th_students,esd_fte_rec,esd_teachingartist_specify,es_music,esm_prektk,esm_kinder,esm_1st,esm_2nd,esm_3rd,esm_4th,esm_5th,esm_6th,esm_7th,esm_8th,esm_prektk_students,esm_kinder_students,esm_1st_students,esm_2nd_students,esm_3rd_students,esm_4th_students,esm_5th_students,esm_6th_students,esm_7th_students,esm_8th_students,esm_fte_rec,esm_teachingartist_specify,es_theater,est_prektk,est_kinder,est_1st,est_2nd,est_3rd,est_4th,est_5th,est_6th,est_7th,est_8th,est_prektk_students,est_kinder_students,est_1st_students,est_2nd_students,est_3rd_students,est_4th_students,est_5th_students,est_6th_students,est_7th_students,est_8th_students,est_fte_rec,est_teachingartist_specify,es_visualarts,esva_prektk,esva_kinder,esva_1st,esva_2nd,esva_3rd,esva_4th,esva_5th,esva_6th,esva_7th,esva_8th,esva_prektk_students,esva_kinder_students,esva_1st_students,esva_2nd_students,esva_3rd_students,esva_4th_students,esva_5th_students,esva_6th_students,esva_7th_students,esva_8th_students,esva_fte_rec,esva_teachingartist_specify,es_mediaarts,esma_prektk,esma_kinder,esma_1st,esma_2nd,esma_3rd,esma_4th,esma_5th,esma_6th,esma_7th,esma_8th,esma_prektk_students,esma_kinder_students,esma_1st_students,esma_2nd_students,esma_3rd_students,esma_4th_students,esma_5th_students,esma_6th_students,esma_7th_students,esma_8th_students,esma_fte_rec,esma_teachingartist_specify,esas_dance,esas_music,esas_theater,esas_visualarts,esas_mediaarts,estypeartscurric,es_organization,secondary,ss_9th,ss_10th,ss_11th,ss_12th,ss_dance,ssd_teachingartist_specify,ss_music,ssm_teachingartist_specify,ss_theater,sst_teachingartist_specify,ss_visualarts,ssva_teachingartist_specify,ss_mediaarts,ssma_teachingartist_specify,ssas_dance,ssas_music,ssas_theater,ssas_visualarts,ssas_mediaarts,ss_organization,datayear
19753416022115,Madison Elementary,Redondo Beach Unified,"2200 MacKay Lane, Redondo Beach, CA, 90278-2509",,,,Not complete,FALSE,K,5,471,9.554140127,25.69002123,0.212314225,10.82802548,0.636942675,2.335456476,29.08704883,7.643312102,32.48407643,16.77282378,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19753416022149,Tulita Elementary,Redondo Beach Unified,"1520 Prospect Avenue, Redondo Beach, CA, 90277-5113",,,,Not complete,FALSE,K,5,507,5.325443787,13.4122288,0.591715976,9.66469428,0,2.169625247,18.93491124,1.183431953,55.42406312,12.03155819,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19756636120158,New West Charter,,"1905 Armacost Avenue, Los Angeles, CA, 90025-5210",,,SBE- State Board of Education,Not complete,TRUE,6,12,825,3.03030303,25.57575758,0.606060606,5.575757576,0.242424242,1.212121212,28,5.575757576,50.66666667,7.878787879,0.242424242,0,6,0,11,0,0,1.0002,0,1.524,0,0,0,0,0,23,5,9,3,0,0,0,0,63,16,14,19,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,5,5,5,3,0,0,0,0,TRUE,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19756971996693,School of Arts and Enterprise,,"295 North Garey Avenue, Pomona, CA, 91767-5429",,,SBE- State Board of Education,Not complete,TRUE,6,12,769,8.452535761,69.31079324,1.170351105,0.910273082,0.260078023,1.820546164,79.45383615,4.421326398,9.752925878,2.210663199,0,1,6,0,8,33,0.05,0.2,0,1.4318,4.1599,1,1,1,1,0,0,2,16,0,0,0,0,3,0,14,34,151,135,122,149,1,1,0,1,0,0,1,1,0,0,0,0,2,0,3,3,14,18,18,25,TRUE,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19757131995430,Independence High (Alternative),Alhambra Unified,"20 South Marengo Avenue, Alhambra, CA, 91801-1947",,,,Not complete,FALSE,9,12,76,23.68421053,48.68421053,0,21.05263158,0,0,72.36842105,1.315789474,1.315789474,3.947368421,0,0,1,0,7,0,0,0,0,0.2408,0,0,0,0,0,2,1,0,1,0,0,0,0,1,2,6,9,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,3,5,0,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19765470118760,Barack Obama Charter,,"1726 East 117th Street, Los Angeles, CA, 90059-2515",,,SBE- State Board of Education,Not complete,TRUE,P,5,438,14.41860465,73.02325581,0.228310502,0,0.228310502,0.228310502,35.84474886,61.64383562,0.456621005,1.369863014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19768690135988,RISE High,,"13500 Aviation Boulevard, Hawthorne, CA, 90250-6462",,,Charter Management Organization,Not complete,TRUE,9,12,66,18.18181818,54.54545455,0,1.515151515,1.515151515,0,62.12121212,24.24242424,7.575757576,3.03030303,0,0,0,1,0,0,0,0,0.3333,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19768850132928,Anahuacalmecac International University Preparator,,"4736 Huntington Drive South, Los Angeles, CA, 90032-1942",,,SBE- State Board of Education,Not complete,TRUE,K,12,363,14.60055096,86.7768595,1.377410468,0,0,0,94.21487603,1.101928375,0.550964187,0.826446281,1.928374656,0,0,0,7,0,0,0,0,0.6714,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19769680109926,Academia Avance Charter,,"115 North Avenue 53, Highland Park, CA, 90042-4005",,,SBE- State Board of Education,Not complete,TRUE,6,12,389,18.50899743,89.71722365,0,0,0,0,93.83033419,0.257069409,0.514138817,0,5.398457584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19769920133900,Prepa Tec Los Angeles High,,"2665 Clarendon Avenue, Huntington Park, CA, 90255-4138",,,SBE- State Board of Education,Not complete,TRUE,9,12,224,24.55357143,50,0.446428571,0,0,0,99.10714286,0,0.446428571,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,Survey not taken
19770810135954,ISANA Himalia Academy,,"5100 South Broadway Avenue, Los Angeles, CA, 90037-3837",,,Charter Management Organization,Not complete,TRUE,K,8,615,52.35772358,49.75609756,0,0,0,0.325203252,99.18699187,0.487804878,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,Survey not taken
19101990100776,North Valley Military Institute College Preparator,,"12105 Allegheny Street, Sun Valley, CA, 91352",,,Charter Management Organization,PARTICIPATED,TRUE,6,12,,,,0,0,0,0,0,0,0,0,0,,,,,,0.5,2,0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,All,All,All,0.2,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,Some,Some,Some,2,Cal State Northridge,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,,,,,,,,Yes,Yes,Yes,,,,,,,,All,All,All,0.5,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Yes,Yes,Yes,Yes,Both,"LA Opera, Music Center  ",TRUE,TRUE,TRUE,TRUE,TRUE,Yes,,Yes,Cal State Northridge,Yes,,Yes,,No,,Yes,Yes,Yes,Yes,Yes,"LA Opera, Music Center",2018-19
19101990115030,Magnolia Science Academy 3,,"1254 East Helmick Street, Carson, CA, 90746-3164",,,Magnolia Public Schools,Participated,TRUE,6,12,455,5.274725275,80.87912088,0.21978022,0.659340659,0.21978022,0.21978022,50.98901099,44.3956044,1.098901099,1.758241758,0.43956044,0,2,0,1,2,0,0.4,0,0.2,0.3667,0,0,0,0,27,12,2,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,No,No,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,All,0.2,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,No,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,Not applicable,0.4,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,No,No,No,No,Discrete,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,Yes,,Yes,,Yes,,No,,No,No,No,No,No,,2016-17
19101990115212,Magnolia Science Academy 2,,"17125 Victory Boulevard, Van Nuys, CA, 91406-5455",,,Magnolia Public Schools,Participated,TRUE,6,12,471,14.64968153,82.59023355,0,2.972399151,0,2.335456476,84.28874735,2.123142251,7.855626327,0.42462845,0,0,0,0,6,0,0,0,0,1.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,TRUE,No,No,No,No,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,Yes,No,Yes,No,Discrete,Annenberg Space For Photography,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,Yes,,No,,No,No,No,Yes,No,,2016-17
19101990121822,"Nidorf, Barry J.",,"16350 Filbert Street, Sylmar, CA, 91342",,,Los Angeles County Office of Education,Participated,FALSE,6,12,169,19.12568306,71.58469945,0,1.183431953,0,0,60.94674556,31.36094675,6.50887574,0,0,0,0,0,29,0,0,0,0,0.6461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,26,0,0,0,0,TRUE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,Yes,artworxLA,No,,No,No,No,No,No,Yes (unnamed),2016-17
19101990121871,Los Padrinos Juvenile Hall,,"7285 East Quill Drive, Downey, CA, 90242",,,Los Angeles County Office of Education,Participated,FALSE,6,12,164,24.01960784,86.2745098,1.219512195,1.219512195,0,0,55.48780488,38.41463415,3.658536585,0,0,0,0,0,26,0,0,0,0,0.5953,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,8,14,0,0,0,0,TRUE,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,No,No,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable,Not applicable,0,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,,Spirit Awakening,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Integrated,"Spirit Awakening, Theatre of Hearts",TRUE,TRUE,TRUE,TRUE,TRUE,Yes,Theatre of Hearts,No,,No,,Yes,Spirit Awakening,No,,No,No,No,No,No,"Spirit Awakening, Theatre of Hearts",2016-17
19101990121897,Central Juvenile Hall,,"1605 Eastlake Avenue, Los Angeles, CA, 90033",,,Los Angeles County Office of Education,Participated,FALSE,6,12,203,23.58078603,78.60262009,0.492610837,0.985221675,0,0.492610837,54.67980296,38.42364532,4.433497537,0.492610837,0,0,0,0,20,0,0,0,0,0.5084,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,9,8,0,0,0,0,TRUE,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,I don't know,I don't know,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,I do not know,I do not know,0.18,Theatre of Hearts,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,Discrete,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,Yes,Theatre of Hearts,No,,Yes,Theatre of Hearts,No,,No,No,No,No,No,,2016-17
19101990121905,"Kirby, Dorothy Camp",,"1500 South McDonnell Avenue, City Of Commerce, CA, 90040",,,Los Angeles County Office of Education,Participated,FALSE,7,12,40,25,45,2.5,0,0,0,60,35,2.5,0,0,0,0,0,7,0,0,0,0,0.0477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,TRUE,No,No,No,No,No,No,No,No,Yes,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,0,New Earth,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,Some,0,Theatre of Hearts,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,Yes,No,No,No,Both,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,Yes,New Earth,No,,Yes,Theatre of Hearts,No,,No,Yes,No,No,No,,2016-17
19101990121921,Afflerbaugh-Paige Camp,,"6621 North Stephens Ranch Road, La Verne, CA, 91750",,,Los Angeles County Office of Education,Participated,FALSE,7,12,62,35.48387097,58.06451613,0,0,0,1.612903226,72.58064516,24.19354839,1.612903226,0,0,0,1,0,4,0,0,0.0667,0,0.5834,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,TRUE,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Yes,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Not applicable - Grade not present,Some,0,Theatre of Hearts,No,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,,,No,No,No,No,No,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,Yes,Theatre of Hearts,No,,No,No,No,No,No,,2016-17
19101990121988,"Scott, Joseph Camp",,"28700 Bouquet Canyon Road, Saugus, CA, 91390",,,Los Angeles County Office of Education,Participated,FALSE,7,12,32,21.875,71.875,0,0,0,0,56.25,40.625,3.125,0,0,0,0,0,2,0,0,0,0,0.0611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,TRUE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,TRUE,TRUE,TRUE,TRUE,TRUE,No,,No,,No,,Yes,Spirit Awakenings,No,,No,No,No,No,No,Spirit Awakening,2016-17
